Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
520705,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,8/29/2010 12:07,2.95,13203.0,United Kingdom
520706,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,8/29/2010 12:31,1.95,15166.0,United Kingdom
520707,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,8/29/2010 12:43,2.95,17584.0,United Kingdom
520707,22423,REGENCY CAKESTAND 3 TIER,16,8/29/2010 12:43,10.95,17584.0,United Kingdom
520709,22423,REGENCY CAKESTAND 3 TIER,10,8/29/2010 12:53,12.75,14693.0,United Kingdom
520710,21931,JUMBO STORAGE BAG SUKI,10,8/29/2010 13:11,1.95,14388.0,United Kingdom
520710,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,8/29/2010 13:11,1.95,14388.0,United Kingdom
520710,22423,REGENCY CAKESTAND 3 TIER,1,8/29/2010 13:11,12.75,14388.0,United Kingdom
520712,22423,REGENCY CAKESTAND 3 TIER,3,8/29/2010 13:48,12.75,13059.0,United Kingdom
520712,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,8/29/2010 13:48,2.95,13059.0,United Kingdom
520714,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,8/29/2010 13:49,2.95,14422.0,United Kingdom
520715,84879,ASSORTED COLOUR BIRD ORNAMENT,8,8/29/2010 13:58,1.69,16510.0,United Kingdom
520717,22423,REGENCY CAKESTAND 3 TIER,16,8/29/2010 14:13,10.95,13093.0,United Kingdom
520719,20727,LUNCH BAG  BLACK SKULL.,1,8/29/2010 14:30,1.65,17792.0,United Kingdom
520721,20727,LUNCH BAG  BLACK SKULL.,10,8/29/2010 14:36,1.65,13922.0,United Kingdom
520720,21232,STRAWBERRY CERAMIC TRINKET BOX,1,8/29/2010 14:36,1.25,13069.0,United Kingdom
520722,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,8/29/2010 14:44,2.95,18149.0,United Kingdom
520722,84879,ASSORTED COLOUR BIRD ORNAMENT,16,8/29/2010 14:44,1.69,18149.0,United Kingdom
520724,21931,JUMBO STORAGE BAG SUKI,1,8/29/2010 15:07,1.95,17841.0,United Kingdom
520724,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,8/29/2010 15:07,2.95,17841.0,United Kingdom
520726,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,8/29/2010 15:43,1.95,17442.0,United Kingdom
520727,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,8/29/2010 15:45,2.95,16755.0,United Kingdom
520728,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,20,8/29/2010 15:47,1.95,18226.0,United Kingdom
520729,21931,JUMBO STORAGE BAG SUKI,2,8/29/2010 15:51,1.95,15555.0,United Kingdom
520729,20727,LUNCH BAG  BLACK SKULL.,5,8/29/2010 15:51,1.65,15555.0,United Kingdom
520730,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,8/29/2010 15:54,2.55,13093.0,United Kingdom
520730,22423,REGENCY CAKESTAND 3 TIER,16,8/29/2010 15:54,10.95,13093.0,United Kingdom
520732,21931,JUMBO STORAGE BAG SUKI,1,8/29/2010 16:01,1.95,17384.0,United Kingdom
520738,84879,ASSORTED COLOUR BIRD ORNAMENT,16,8/31/2010 9:36,1.69,14837.0,United Kingdom
520738,84991,60 TEATIME FAIRY CAKE CASES,24,8/31/2010 9:36,0.55,14837.0,United Kingdom
520742,84991,60 TEATIME FAIRY CAKE CASES,24,8/31/2010 10:12,0.42,14299.0,United Kingdom
520744,20727,LUNCH BAG  BLACK SKULL.,20,8/31/2010 10:47,1.65,13178.0,United Kingdom
520744,21931,JUMBO STORAGE BAG SUKI,20,8/31/2010 10:47,1.95,13178.0,United Kingdom
520744,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,8/31/2010 10:47,1.95,13178.0,United Kingdom
520746,84991,60 TEATIME FAIRY CAKE CASES,24,8/31/2010 10:52,0.55,14911.0,EIRE
520771,21931,JUMBO STORAGE BAG SUKI,62,8/31/2010 11:19,5.06,,United Kingdom
520771,84991,60 TEATIME FAIRY CAKE CASES,8,8/31/2010 11:20,2.13,,United Kingdom
520771,20727,LUNCH BAG  BLACK SKULL.,35,8/31/2010 11:20,5.06,,United Kingdom
520771,21232,STRAWBERRY CERAMIC TRINKET BOX,50,8/31/2010 11:20,3.36,,United Kingdom
520771,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,34,8/31/2010 11:20,5.06,,United Kingdom
520771,85123a,WHITE HANGING HEART T-LIGHT HOLDER,13,8/31/2010 11:20,6.77,,United Kingdom
520824,22423,REGENCY CAKESTAND 3 TIER,3,8/31/2010 12:30,25.49,,United Kingdom
520824,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,8/31/2010 12:30,5.91,,United Kingdom
520824,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,8/31/2010 12:30,1.95,,United Kingdom
520824,21931,JUMBO STORAGE BAG SUKI,2,8/31/2010 12:30,4.21,,United Kingdom
520824,21232,STRAWBERRY CERAMIC TRINKET BOX,1,8/31/2010 12:30,2.51,,United Kingdom
520826,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,8/31/2010 12:37,2.95,17685.0,United Kingdom
520833,20727,LUNCH BAG  BLACK SKULL.,1,8/31/2010 12:41,4.21,,United Kingdom
520833,47566,PARTY BUNTING,3,8/31/2010 12:41,8.47,,United Kingdom
520833,84991,60 TEATIME FAIRY CAKE CASES,2,8/31/2010 12:41,1.28,,United Kingdom
520833,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,8/31/2010 12:41,5.91,,United Kingdom
520847,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,8/31/2010 12:48,2.95,16791.0,United Kingdom
520847,21232,STRAWBERRY CERAMIC TRINKET BOX,2,8/31/2010 12:48,1.25,16791.0,United Kingdom
520847,22423,REGENCY CAKESTAND 3 TIER,2,8/31/2010 12:48,12.75,16791.0,United Kingdom
520847,84991,60 TEATIME FAIRY CAKE CASES,2,8/31/2010 12:48,0.55,16791.0,United Kingdom
C520853,22423,REGENCY CAKESTAND 3 TIER,-3,8/31/2010 13:13,10.95,12709.0,Germany
520856,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,8/31/2010 13:26,2.95,16458.0,United Kingdom
520857,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,8/31/2010 13:41,2.95,17126.0,United Kingdom
520857,84879,ASSORTED COLOUR BIRD ORNAMENT,8,8/31/2010 13:41,1.69,17126.0,United Kingdom
520859,84991,60 TEATIME FAIRY CAKE CASES,2,8/31/2010 13:51,0.55,17377.0,United Kingdom
520860,22423,REGENCY CAKESTAND 3 TIER,6,8/31/2010 13:57,12.75,12540.0,Spain
520860,84879,ASSORTED COLOUR BIRD ORNAMENT,48,8/31/2010 13:57,1.69,12540.0,Spain
520871,21232,STRAWBERRY CERAMIC TRINKET BOX,72,8/31/2010 14:50,1.06,13715.0,United Kingdom
520871,20727,LUNCH BAG  BLACK SKULL.,10,8/31/2010 14:50,1.65,13715.0,United Kingdom
520871,85123A,WHITE HANGING HEART T-LIGHT HOLDER,19,8/31/2010 14:50,2.95,13715.0,United Kingdom
520875,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,5,8/31/2010 15:17,1.95,16098.0,United Kingdom
520877,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,8/31/2010 15:28,1.95,17346.0,United Kingdom
520878,47566,PARTY BUNTING,1,8/31/2010 15:36,8.47,,United Kingdom
520878,21931,JUMBO STORAGE BAG SUKI,1,8/31/2010 15:36,4.21,,United Kingdom
520878,22423,REGENCY CAKESTAND 3 TIER,3,8/31/2010 15:36,25.49,,United Kingdom
520880,22423,REGENCY CAKESTAND 3 TIER,6,8/31/2010 15:46,12.75,16670.0,United Kingdom
520880,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,8/31/2010 15:46,2.95,16670.0,United Kingdom
520880,21232,STRAWBERRY CERAMIC TRINKET BOX,12,8/31/2010 15:46,1.25,16670.0,United Kingdom
520885,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,8/31/2010 16:21,2.55,14040.0,United Kingdom
520885,21232,STRAWBERRY CERAMIC TRINKET BOX,8,8/31/2010 16:21,1.25,14040.0,United Kingdom
520887,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,8/31/2010 16:26,1.95,,United Kingdom
520894,84991,60 TEATIME FAIRY CAKE CASES,2,8/31/2010 17:31,0.55,16549.0,United Kingdom
520894,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,8/31/2010 17:31,2.95,16549.0,United Kingdom
520893,22423,REGENCY CAKESTAND 3 TIER,2,8/31/2010 17:31,12.75,16819.0,United Kingdom
520896,21232,STRAWBERRY CERAMIC TRINKET BOX,4,8/31/2010 17:39,1.25,16658.0,United Kingdom
C520897,21232,STRAWBERRY CERAMIC TRINKET BOX,-4,8/31/2010 17:44,1.25,16658.0,United Kingdom
520899,21931,JUMBO STORAGE BAG SUKI,10,9/1/2010 9:26,1.95,12645.0,Germany
520900,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,20,9/1/2010 9:31,1.95,15078.0,United Kingdom
520900,21931,JUMBO STORAGE BAG SUKI,20,9/1/2010 9:31,1.95,15078.0,United Kingdom
520906,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,9/1/2010 10:30,2.55,17511.0,United Kingdom
520906,21232,STRAWBERRY CERAMIC TRINKET BOX,72,9/1/2010 10:30,1.06,17511.0,United Kingdom
520906,21931,JUMBO STORAGE BAG SUKI,100,9/1/2010 10:30,1.65,17511.0,United Kingdom
520906,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,100,9/1/2010 10:30,1.65,17511.0,United Kingdom
520947,20727,LUNCH BAG  BLACK SKULL.,20,9/1/2010 10:47,1.65,12761.0,Netherlands
520952,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,12,9/1/2010 11:43,1.95,14901.0,United Kingdom
520955,20727,LUNCH BAG  BLACK SKULL.,20,9/1/2010 12:00,1.65,15810.0,United Kingdom
C520957,22423,REGENCY CAKESTAND 3 TIER,-2,9/1/2010 12:03,10.95,16700.0,United Kingdom
C520959,85099B,JUMBO BAG RED RETROSPOT,-2,9/1/2010 12:06,1.95,16168.0,United Kingdom
C520959,20727,LUNCH BAG  BLACK SKULL.,-1,9/1/2010 12:06,1.65,16168.0,United Kingdom
C520961,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,9/1/2010 12:12,1.25,13650.0,United Kingdom
C520965,21232,STRAWBERRY CERAMIC TRINKET BOX,-8,9/1/2010 12:19,1.06,13777.0,United Kingdom
C520967,85099B,JUMBO BAG RED RETROSPOT,-1,9/1/2010 12:21,1.95,18223.0,United Kingdom
520968,22423,REGENCY CAKESTAND 3 TIER,32,9/1/2010 12:21,10.95,14299.0,United Kingdom
520972,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,9/1/2010 12:38,1.95,12391.0,Cyprus
520972,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,9/1/2010 12:38,2.95,12391.0,Cyprus
520972,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,9/1/2010 12:38,2.95,12391.0,Cyprus
520972,22423,REGENCY CAKESTAND 3 TIER,1,9/1/2010 12:38,12.75,12391.0,Cyprus
520972,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,9/1/2010 12:38,2.95,12391.0,Cyprus
520973,22423,REGENCY CAKESTAND 3 TIER,3,9/1/2010 12:45,12.75,14175.0,United Kingdom
520974,22423,REGENCY CAKESTAND 3 TIER,5,9/1/2010 12:51,12.75,15611.0,United Kingdom
520987,22423,REGENCY CAKESTAND 3 TIER,16,9/1/2010 13:06,10.95,12838.0,United Kingdom
520989,20727,LUNCH BAG  BLACK SKULL.,10,9/1/2010 13:12,1.65,13089.0,United Kingdom
520989,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,9/1/2010 13:12,2.55,13089.0,United Kingdom
520989,84879,ASSORTED COLOUR BIRD ORNAMENT,24,9/1/2010 13:12,1.69,13089.0,United Kingdom
520989,22423,REGENCY CAKESTAND 3 TIER,4,9/1/2010 13:12,12.75,13089.0,United Kingdom
520992,20727,LUNCH BAG  BLACK SKULL.,1,9/1/2010 13:29,4.21,,United Kingdom
520992,22423,REGENCY CAKESTAND 3 TIER,1,9/1/2010 13:29,25.49,,United Kingdom
520992,47566,PARTY BUNTING,2,9/1/2010 13:29,8.47,,United Kingdom
520992,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,9/1/2010 13:29,5.91,,United Kingdom
521003,84879,ASSORTED COLOUR BIRD ORNAMENT,16,9/1/2010 13:58,1.69,13989.0,United Kingdom
521004,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,9/1/2010 13:59,1.95,13399.0,United Kingdom
C521005,22423,REGENCY CAKESTAND 3 TIER,-1,9/1/2010 14:19,12.75,12915.0,United Kingdom
521010,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,9/1/2010 14:37,1.95,15574.0,United Kingdom
521019,22423,REGENCY CAKESTAND 3 TIER,2,9/1/2010 15:08,12.75,16292.0,United Kingdom
521031,47566,PARTY BUNTING,2,9/1/2010 17:17,8.47,,United Kingdom
521031,84879,ASSORTED COLOUR BIRD ORNAMENT,8,9/1/2010 17:17,3.19,,United Kingdom
521031,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,9/1/2010 17:17,5.91,,United Kingdom
521031,21931,JUMBO STORAGE BAG SUKI,1,9/1/2010 17:17,4.21,,United Kingdom
521031,22423,REGENCY CAKESTAND 3 TIER,2,9/1/2010 17:17,25.49,,United Kingdom
521032,84879,ASSORTED COLOUR BIRD ORNAMENT,160,9/2/2010 8:06,1.45,18144.0,United Kingdom
521034,84879,ASSORTED COLOUR BIRD ORNAMENT,24,9/2/2010 8:42,1.69,15803.0,United Kingdom
521035,20727,LUNCH BAG  BLACK SKULL.,10,9/2/2010 8:57,1.65,16258.0,United Kingdom
521035,84991,60 TEATIME FAIRY CAKE CASES,24,9/2/2010 8:57,0.55,16258.0,United Kingdom
521035,21232,STRAWBERRY CERAMIC TRINKET BOX,12,9/2/2010 8:57,1.25,16258.0,United Kingdom
521036,21232,STRAWBERRY CERAMIC TRINKET BOX,12,9/2/2010 9:04,1.25,12949.0,United Kingdom
521036,22423,REGENCY CAKESTAND 3 TIER,3,9/2/2010 9:04,12.75,12949.0,United Kingdom
521036,84879,ASSORTED COLOUR BIRD ORNAMENT,16,9/2/2010 9:04,1.69,12949.0,United Kingdom
521071,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,9/2/2010 10:25,2.55,16168.0,United Kingdom
521112,22423,REGENCY CAKESTAND 3 TIER,32,9/2/2010 10:47,10.95,14646.0,Netherlands
521112,85123A,WHITE HANGING HEART T-LIGHT HOLDER,256,9/2/2010 10:47,2.55,14646.0,Netherlands
521114,21232,STRAWBERRY CERAMIC TRINKET BOX,1,9/2/2010 11:28,1.25,15039.0,United Kingdom
521115,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,9/2/2010 11:30,2.95,14911.0,EIRE
521115,22423,REGENCY CAKESTAND 3 TIER,16,9/2/2010 11:30,10.95,14911.0,EIRE
521115,84991,60 TEATIME FAIRY CAKE CASES,48,9/2/2010 11:30,0.55,14911.0,EIRE
521116,84991,60 TEATIME FAIRY CAKE CASES,120,9/2/2010 11:34,0.42,17695.0,United Kingdom
521118,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,9/2/2010 11:45,2.95,14092.0,United Kingdom
521119,20727,LUNCH BAG  BLACK SKULL.,5,9/2/2010 11:45,1.65,17068.0,United Kingdom
521120,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,9/2/2010 11:54,2.95,16145.0,United Kingdom
521125,84991,60 TEATIME FAIRY CAKE CASES,5,9/2/2010 12:22,0.55,16919.0,United Kingdom
521128,84991,60 TEATIME FAIRY CAKE CASES,24,9/2/2010 12:35,0.55,13004.0,United Kingdom
521129,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,9/2/2010 12:36,1.95,16746.0,United Kingdom
521129,21931,JUMBO STORAGE BAG SUKI,10,9/2/2010 12:36,1.95,16746.0,United Kingdom
521129,20727,LUNCH BAG  BLACK SKULL.,10,9/2/2010 12:36,1.65,16746.0,United Kingdom
521130,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,9/2/2010 12:44,2.95,15856.0,United Kingdom
C521131,22423,REGENCY CAKESTAND 3 TIER,-1,9/2/2010 12:49,12.75,13564.0,United Kingdom
521132,21232,STRAWBERRY CERAMIC TRINKET BOX,2,9/2/2010 12:53,1.25,14796.0,United Kingdom
521148,84991,60 TEATIME FAIRY CAKE CASES,2,9/2/2010 13:27,0.55,16065.0,United Kingdom
521148,84991,60 TEATIME FAIRY CAKE CASES,1,9/2/2010 13:27,0.55,16065.0,United Kingdom
521148,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,9/2/2010 13:27,1.95,16065.0,United Kingdom
521148,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,9/2/2010 13:27,2.95,16065.0,United Kingdom
521148,21232,STRAWBERRY CERAMIC TRINKET BOX,4,9/2/2010 13:27,1.25,16065.0,United Kingdom
521150,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,9/2/2010 13:33,1.95,13564.0,United Kingdom
521150,21931,JUMBO STORAGE BAG SUKI,10,9/2/2010 13:33,1.95,13564.0,United Kingdom
521150,85099B,JUMBO BAG RED RETROSPOT,10,9/2/2010 13:33,1.95,13564.0,United Kingdom
521150,85099B,JUMBO BAG RED RETROSPOT,10,9/2/2010 13:33,1.95,13564.0,United Kingdom
521150,22423,REGENCY CAKESTAND 3 TIER,5,9/2/2010 13:33,12.75,13564.0,United Kingdom
521150,84991,60 TEATIME FAIRY CAKE CASES,5,9/2/2010 13:33,0.55,13564.0,United Kingdom
521159,20727,LUNCH BAG  BLACK SKULL.,10,9/2/2010 13:57,1.65,16779.0,United Kingdom
521159,85099B,JUMBO BAG RED RETROSPOT,30,9/2/2010 13:57,1.95,16779.0,United Kingdom
521166,21931,JUMBO STORAGE BAG SUKI,4,9/2/2010 14:52,1.95,17238.0,United Kingdom
521166,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,3,9/2/2010 14:52,1.95,17238.0,United Kingdom
521168,85099B,JUMBO BAG RED RETROSPOT,8,9/2/2010 15:05,1.95,16161.0,United Kingdom
521168,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,5,9/2/2010 15:05,1.95,16161.0,United Kingdom
521168,21931,JUMBO STORAGE BAG SUKI,10,9/2/2010 15:05,1.95,16161.0,United Kingdom
521168,20727,LUNCH BAG  BLACK SKULL.,7,9/2/2010 15:05,1.65,16161.0,United Kingdom
521169,20727,LUNCH BAG  BLACK SKULL.,5,9/2/2010 15:09,5.06,,United Kingdom
521169,21931,JUMBO STORAGE BAG SUKI,5,9/2/2010 15:09,5.06,,United Kingdom
521169,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,4,9/2/2010 15:09,5.06,,United Kingdom
521169,84991,60 TEATIME FAIRY CAKE CASES,1,9/2/2010 15:09,2.13,,United Kingdom
521169,85099b,JUMBO BAG RED RETROSPOT,9,9/2/2010 15:09,5.06,,United Kingdom
521169,85123a,WHITE HANGING HEART T-LIGHT HOLDER,2,9/2/2010 15:09,6.77,,United Kingdom
521169,21232,STRAWBERRY CERAMIC TRINKET BOX,5,9/2/2010 15:09,3.36,,United Kingdom
521170,22423,REGENCY CAKESTAND 3 TIER,32,9/2/2010 15:09,10.95,15043.0,United Kingdom
521172,20727,LUNCH BAG  BLACK SKULL.,10,9/2/2010 15:35,1.65,12451.0,Switzerland
521176,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,9/2/2010 15:51,1.95,16351.0,United Kingdom
521176,21931,JUMBO STORAGE BAG SUKI,10,9/2/2010 15:51,1.95,16351.0,United Kingdom
521176,20727,LUNCH BAG  BLACK SKULL.,10,9/2/2010 15:51,1.65,16351.0,United Kingdom
521180,22423,REGENCY CAKESTAND 3 TIER,2,9/2/2010 16:01,12.75,12937.0,United Kingdom
521180,20727,LUNCH BAG  BLACK SKULL.,10,9/2/2010 16:01,1.65,12937.0,United Kingdom
521180,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,9/2/2010 16:01,2.55,12937.0,United Kingdom
521181,85099B,JUMBO BAG RED RETROSPOT,200,9/2/2010 16:07,1.65,13629.0,United Kingdom
521182,21232,STRAWBERRY CERAMIC TRINKET BOX,24,9/2/2010 16:14,1.06,14298.0,United Kingdom
521182,22423,REGENCY CAKESTAND 3 TIER,16,9/2/2010 16:14,10.95,14298.0,United Kingdom
521182,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,30,9/2/2010 16:14,1.65,14298.0,United Kingdom
521182,21931,JUMBO STORAGE BAG SUKI,60,9/2/2010 16:14,1.65,14298.0,United Kingdom
521184,85099B,JUMBO BAG RED RETROSPOT,400,9/2/2010 16:20,1.65,15769.0,United Kingdom
521187,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,9/2/2010 16:40,2.95,15779.0,United Kingdom
521193,84879,ASSORTED COLOUR BIRD ORNAMENT,24,9/2/2010 16:55,1.69,13414.0,United Kingdom
521200,84879,ASSORTED COLOUR BIRD ORNAMENT,64,9/2/2010 17:45,1.69,17675.0,United Kingdom
521200,21931,JUMBO STORAGE BAG SUKI,10,9/2/2010 17:45,1.95,17675.0,United Kingdom
521200,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,9/2/2010 17:45,2.55,17675.0,United Kingdom
521202,22423,REGENCY CAKESTAND 3 TIER,3,9/2/2010 17:52,25.49,,United Kingdom
521202,84991,60 TEATIME FAIRY CAKE CASES,1,9/2/2010 17:52,1.28,,United Kingdom
521202,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,9/2/2010 17:52,5.91,,United Kingdom
521202,20727,LUNCH BAG  BLACK SKULL.,1,9/2/2010 17:52,4.21,,United Kingdom
521202,21232,STRAWBERRY CERAMIC TRINKET BOX,2,9/2/2010 17:52,2.51,,United Kingdom
521204,85099B,JUMBO BAG RED RETROSPOT,30,9/2/2010 18:13,1.95,14667.0,United Kingdom
521204,84991,60 TEATIME FAIRY CAKE CASES,24,9/2/2010 18:13,0.55,14667.0,United Kingdom
521205,20727,LUNCH BAG  BLACK SKULL.,1,9/2/2010 18:22,1.65,17324.0,United Kingdom
521212,85099B,JUMBO BAG RED RETROSPOT,5,9/2/2010 20:03,1.95,,United Kingdom
521213,84879,ASSORTED COLOUR BIRD ORNAMENT,16,9/3/2010 9:14,1.69,16325.0,United Kingdom
521214,22423,REGENCY CAKESTAND 3 TIER,2,9/3/2010 9:27,12.75,12683.0,France
521217,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,9/3/2010 9:51,2.95,15260.0,United Kingdom
521217,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,9/3/2010 9:51,1.95,15260.0,United Kingdom
521217,20727,LUNCH BAG  BLACK SKULL.,10,9/3/2010 9:51,1.65,15260.0,United Kingdom
521219,22423,REGENCY CAKESTAND 3 TIER,16,9/3/2010 10:13,10.95,13089.0,United Kingdom
521219,84879,ASSORTED COLOUR BIRD ORNAMENT,96,9/3/2010 10:13,1.69,13089.0,United Kingdom
521219,85123A,WHITE HANGING HEART T-LIGHT HOLDER,48,9/3/2010 10:13,2.55,13089.0,United Kingdom
521222,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,9/3/2010 10:39,2.95,17287.0,United Kingdom
521223,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,9/3/2010 10:43,1.95,17454.0,United Kingdom
521225,84879,ASSORTED COLOUR BIRD ORNAMENT,160,9/3/2010 10:48,1.45,15640.0,United Kingdom
521225,84991,60 TEATIME FAIRY CAKE CASES,24,9/3/2010 10:48,0.55,15640.0,United Kingdom
521225,22423,REGENCY CAKESTAND 3 TIER,16,9/3/2010 10:48,10.95,15640.0,United Kingdom
521225,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,9/3/2010 10:48,2.55,15640.0,United Kingdom
521225,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,100,9/3/2010 10:48,1.65,15640.0,United Kingdom
521225,85099B,JUMBO BAG RED RETROSPOT,100,9/3/2010 10:48,1.65,15640.0,United Kingdom
C521232,22423,REGENCY CAKESTAND 3 TIER,-3,9/3/2010 11:13,12.75,16292.0,United Kingdom
C521233,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,9/3/2010 11:17,2.95,13093.0,United Kingdom
C521233,22423,REGENCY CAKESTAND 3 TIER,-1,9/3/2010 11:17,10.95,13093.0,United Kingdom
521244,22423,REGENCY CAKESTAND 3 TIER,72,9/3/2010 11:23,10.95,15061.0,United Kingdom
521250,22423,REGENCY CAKESTAND 3 TIER,48,9/3/2010 11:25,10.95,15061.0,United Kingdom
521254,84879,ASSORTED COLOUR BIRD ORNAMENT,240,9/3/2010 11:26,1.69,15061.0,United Kingdom
C521265,21232,STRAWBERRY CERAMIC TRINKET BOX,-2,9/3/2010 11:30,1.25,17049.0,United Kingdom
521268,85099B,JUMBO BAG RED RETROSPOT,10,9/3/2010 11:30,1.95,15378.0,United Kingdom
521268,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,9/3/2010 11:30,1.95,15378.0,United Kingdom
521268,21931,JUMBO STORAGE BAG SUKI,10,9/3/2010 11:30,1.95,15378.0,United Kingdom
521269,85099B,JUMBO BAG RED RETROSPOT,100,9/3/2010 11:31,1.65,13408.0,United Kingdom
521269,22423,REGENCY CAKESTAND 3 TIER,16,9/3/2010 11:31,10.95,13408.0,United Kingdom
521287,84879,ASSORTED COLOUR BIRD ORNAMENT,16,9/3/2010 11:39,1.69,16100.0,United Kingdom
521284,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,9/3/2010 11:39,2.55,16985.0,United Kingdom
521293,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,9/3/2010 11:41,2.95,13346.0,United Kingdom
521294,21232,STRAWBERRY CERAMIC TRINKET BOX,12,9/3/2010 11:42,1.25,16177.0,United Kingdom
521313,85099B,JUMBO BAG RED RETROSPOT,500,9/3/2010 11:55,1.65,12939.0,United Kingdom
521314,22423,REGENCY CAKESTAND 3 TIER,72,9/3/2010 11:59,10.95,17949.0,United Kingdom
521319,84991,60 TEATIME FAIRY CAKE CASES,24,9/3/2010 12:08,0.55,14009.0,United Kingdom
521319,85099B,JUMBO BAG RED RETROSPOT,10,9/3/2010 12:08,1.95,14009.0,United Kingdom
521325,21931,JUMBO STORAGE BAG SUKI,100,9/3/2010 12:22,1.65,17677.0,United Kingdom
521325,85099B,JUMBO BAG RED RETROSPOT,100,9/3/2010 12:22,1.65,17677.0,United Kingdom
521339,85099B,JUMBO BAG RED RETROSPOT,200,9/3/2010 12:52,1.65,15769.0,United Kingdom
521342,85099B,JUMBO BAG RED RETROSPOT,100,9/3/2010 13:13,1.65,17669.0,United Kingdom
521342,20727,LUNCH BAG  BLACK SKULL.,10,9/3/2010 13:13,1.65,17669.0,United Kingdom
521344,84879,ASSORTED COLOUR BIRD ORNAMENT,24,9/3/2010 13:45,1.69,16735.0,United Kingdom
521344,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,9/3/2010 13:45,2.95,16735.0,United Kingdom
521351,85099B,JUMBO BAG RED RETROSPOT,1,9/3/2010 14:39,1.95,17961.0,United Kingdom
521352,21931,JUMBO STORAGE BAG SUKI,20,9/3/2010 14:40,1.95,17428.0,United Kingdom
